Stepper Pin: 14

1073495784

1073495324

    F_CPU=240000000

    TICKS_PER_S=16000000





 _____  ___  ___  __  __          

(  _  )/ __)/ __)(  \/  )        

 )(_)( \__ \\__ \ )    (      

(_____)(___/(___/(_/\/\_)  ____ 

/ __)  /__\  (  )(  )/ __)( ___) 

\__ \ /(__)\  )(__)(( (__  )__)

(___/(__)(__)(______)\___)(____) 

 Firmware v1.1





-- CONNECTING TO WIFI --

--     PLEASE WAIT    --



.



-- WiFi connected! --





-- Connected to WebSocket server! --





Beginning sensorless homing...

1864.10, 0.01

1839.40, 0.03

1851.50, 0.07

1829.40, 0.14

1859.41, 0.25

1858.01, 0.39

1845.12, 0.58

1876.04, 0.82

1849.46, 1.11

1840.38, 1.46

1845.81, 1.88

1858.75, 2.36

1846.49, 2.91

1878.64, 3.54

1853.69, 4.25

1854.85, 5.04

1834.32, 5.91

1848.20, 6.86

1850.29, 7.91

1841.19, 9.05

1851.69, 10.28

1830.80, 11.60

1861.63, 13.02

1856.56, 14.54

1857.00, 16.16

1862.15, 17.88

1837.02, 19.70

1854.09, 21.62

1854.67, 23.65

1863.36, 25.78

1830.86, 28.02

1843.08, 30.36

1865.50, 32.80

1871.44, 35.35

1843.68, 38.01

1855.04, 40.77

1859.60, 43.64

1859.38, 46.61

1860.66, 49.69

1852.06, 52.87

1869.67, 56.16

1869.59, 59.55

1877.32, 63.05

1870.36, 66.64

1838.30, 70.34

1834.16, 74.14

1845.43, 78.05

1866.31, 82.05

1858.10, 86.15

1882.00, 90.34

1870.01, 94.64

1871.63, 99.03

1852.46, 103.51

1861.70, 108.09

1865.85, 112.76

1868.01, 117.52

1861.88, 122.37

1871.25, 127.31

1851.34, 132.33

1853.13, 137.45

1860.33, 142.64

1860.24, 147.92

1846.76, 153.29

1865.79, 158.73

1880.23, 164.25

1850.57, 169.85

1871.63, 175.53

1861.79, 181.28

1880.35, 187.10

1863.03, 192.99

1869.51, 198.96

1864.70, 204.99

1854.20, 211.10

1864.30, 217.26

1886.51, 223.50

1872.83, 229.79

1870.55, 236.15

1888.18, 242.57

1876.21, 249.04

1868.26, 255.57

1867.50, 262.16

1883.96, 268.80

1876.72, 275.50

1877.28, 282.25

1870.65, 289.04

1878.02, 295.89

1875.60, 302.78

1878.79, 309.72

1875.48, 316.70

1872.77, 323.73

1898.77, 330.79

1867.97, 337.90

1884.18, 345.04

1894.39, 352.22

1878.70, 359.44

1904.52, 366.70

1891.54, 373.98

1888.27, 381.30

1881.00, 388.65

1885.33, 396.03

1890.36, 403.44

1896.30, 410.87

1905.44, 418.33

1912.29, 425.81

1903.13, 433.32

1912.08, 440.85

1892.93, 448.40

1911.59, 455.97

1897.64, 463.57

1896.20, 471.17

1903.26, 478.80

1891.62, 486.44

1884.68, 494.09

1899.94, 501.76

1896.91, 509.44

1912.68, 517.13

1911.54, 524.84

1929.81, 532.55

1913.98, 540.27

1911.25, 547.99

1923.03, 555.73

1923.80, 563.47

1897.57, 571.21

1900.25, 578.96

1901.72, 586.71

1905.00, 594.46

1910.77, 602.21

1921.35, 609.96

1914.42, 617.71

1922.10, 625.46

1933.37, 633.21

1925.45, 640.96

1906.82, 648.70

1931.90, 656.43

1915.47, 664.16

1912.34, 671.89

1934.52, 679.60

1923.29, 687.31

1923.46, 695.01

1909.03, 702.70

1921.60, 710.39

1923.27, 718.06

1940.34, 725.72

1902.91, 733.37

1918.87, 741.00

1927.24, 748.63

1938.60, 756.24

1924.96, 763.83

1946.02, 771.41

1940.78, 778.98

1923.44, 786.53

1925.70, 794.06

1926.65, 801.58

1934.31, 809.08

1924.06, 816.56

1933.21, 824.03

1942.66, 831.47

1927.70, 838.90

1941.35, 846.30

1944.99, 853.69

1924.03, 861.05

1932.87, 868.40

1949.31, 875.72

1952.64, 883.02

1928.07, 890.30

1927.70, 897.56

1945.93, 904.79

1938.46, 912.00

1954.48, 919.19

1942.30, 926.35

1934.72, 933.49

1950.03, 940.60

1955.55, 947.69

1940.56, 954.76

1956.97, 961.80

1958.38, 968.81

1939.18, 975.80

1960.68, 982.76

1980.18, 989.69

1971.58, 996.60

1954.57, 1003.49

1963.86, 1010.34

1949.25, 1017.17

1950.83, 1023.97

1953.82, 1030.75

1944.90, 1037.49

1965.27, 1044.21

1946.25, 1050.90

1952.92, 1057.56

1957.99, 1064.20

1957.46, 1070.80

1961.02, 1077.38

1958.38, 1083.93

1958.94, 1090.45

1973.59, 1096.94

1957.54, 1103.40

1956.59, 1109.83

1961.34, 1116.23

1974.68, 1122.60

1961.12, 1128.95

1947.86, 1135.26

1958.09, 1141.54

1966.43, 1147.80

1962.15, 1154.02

1965.78, 1160.21

1964.40, 1166.38

1967.12, 1172.51

1953.74, 1178.61

1976.65, 1184.68

1961.66, 1190.73

1991.27, 1196.74

1984.97, 1202.72

1972.27, 1208.67

1976.87, 1214.59

1985.67, 1220.48

1973.86, 1226.34

1979.85, 1232.17

1976.63, 1237.96

1983.32, 1243.73

1996.80, 1249.47

1971.77, 1255.18

2000.95, 1260.85

1975.02, 1266.50

1973.79, 1272.12

1981.15, 1277.71

1963.31, 1283.26

1978.87, 1288.79

1992.23, 1294.29

1977.08, 1299.75

1992.53, 1305.19

2010.98, 1310.59

1980.52, 1315.97

1974.36, 1321.32

1985.00, 1326.63

1989.73, 1331.92

1996.96, 1337.18

1990.89, 1342.40

1976.72, 1347.60

1978.04, 1352.77

1977.16, 1357.91

1978.38, 1363.02

1992.49, 1368.10

1992.10, 1373.15

2000.31, 1378.17

1969.51, 1383.16

1988.32, 1388.12

1981.22, 1393.06

2001.71, 1397.96

2000.31, 1402.84

1978.70, 1407.68

1992.88, 1412.50

1991.27, 1417.29

1987.75, 1422.05

1994.53, 1426.78

1986.50, 1431.48

1989.68, 1436.16

1980.55, 1440.80

1994.72, 1445.42

2019.98, 1450.01

1981.94, 1454.57

2011.30, 1459.10

2011.36, 1463.61

2009.91, 1468.09

2001.26, 1472.54

1989.51, 1476.96

2014.55, 1481.36

2022.10, 1485.73

1989.34, 1490.07

2012.47, 1494.39

2020.91, 1498.67

1995.24, 1502.94

1996.67, 1507.17

2011.69, 1511.38

2012.42, 1515.56

2011.84, 1519.72

1984.66, 1523.85

2007.07, 1527.96

2006.19, 1532.03

1992.40, 1536.09

2002.60, 1540.11

2016.31, 1544.12

2000.51, 1548.09

2045.31, 1552.04

1998.81, 1555.97

1988.80, 1559.87

1989.30, 1563.75

2013.59, 1567.60

2012.87, 1571.43

2014.06, 1575.23

2024.84, 1579.00

2009.32, 1582.76

2006.10, 1586.49

1998.88, 1590.19

2009.25, 1593.87

2028.72, 1597.53

2036.19, 1601.16

2023.85, 1604.77

2014.72, 1608.36

1995.78, 1611.92

2005.64, 1615.46

2023.09, 1618.98

2018.45, 1622.47

2020.10, 1625.94

2028.55, 1629.39

2008.19, 1632.82

2018.94, 1636.22

2013.38, 1639.60

2051.72, 1642.96

2006.86, 1646.30

1998.60, 1649.61

2020.13, 1652.90

2028.56, 1656.18

2037.79, 1659.43

2007.12, 1662.65

2021.84, 1665.86

2018.67, 1669.05

2014.59, 1672.21

2021.10, 1675.36

2028.12, 1678.48

2020.44, 1681.58

2010.35, 1684.66

2018.66, 1687.72

2027.07, 1690.77

2020.87, 1693.79

2041.38, 1696.79

2024.98, 1699.77

2039.68, 1702.73

2014.88, 1705.67

2022.47, 1708.59

2022.37, 1711.49

2035.06, 1714.37

2022.85, 1717.24

2009.14, 1720.08

2019.12, 1722.90

2027.21, 1725.71

2013.39, 1728.50

2016.37, 1731.26

2040.95, 1734.01

2014.93, 1736.74

2020.30, 1739.45

2024.87, 1742.15

2022.45, 1744.82

2026.41, 1747.48

2046.38, 1750.12

2027.35, 1752.74

2039.91, 1755.34

2025.47, 1757.93

2043.13, 1760.49

2010.29, 1763.04

2029.15, 1765.58

2031.90, 1768.09

2043.26, 1770.59

2036.71, 1773.07

2021.46, 1775.53

2046.41, 1777.98

2031.75, 1780.41

2031.30, 1782.83

2023.04, 1785.22

2038.68, 1787.60

2029.32, 1789.97

2020.76, 1792.32

2049.80, 1794.65

2038.33, 1796.97

2024.77, 1799.27

2033.50, 1801.55

2025.93, 1803.82

2047.56, 1806.08

2020.58, 1808.32

2027.41, 1810.54

2047.53, 1812.75

2022.85, 1814.94

2017.97, 1817.12

2042.59, 1819.28

2039.01, 1821.43

2044.13, 1823.56

2043.14, 1825.68

2062.46, 1827.78

2040.97, 1829.87

2048.48, 1831.94

2045.09, 1834.00

2047.59, 1836.05

2031.20, 1838.08

2036.20, 1840.10

2032.11, 1842.10

2026.51, 1844.10

2042.81, 1846.07

2036.81, 1848.04

2032.81, 1849.99

2066.40, 1851.92

2026.00, 1853.85

2052.59, 1855.76

2030.18, 1857.65

2045.98, 1859.54

2061.57, 1861.41

2047.45, 1863.27

2050.64, 1865.12

2053.43, 1866.95

2040.51, 1868.77

2055.59, 1870.58

2026.18, 1872.38

2029.96, 1874.16

2022.74, 1875.93

2037.12, 1877.69

2055.19, 1879.44

2044.67, 1881.18

2046.04, 1882.90

2055.92, 1884.61

2044.19, 1886.31

2026.46, 1888.00

2049.03, 1889.68

2047.10, 1891.34

2034.77, 1893.00

2036.03, 1894.64

2027.10, 1896.27

2060.46, 1897.89

2035.53, 1899.50

2038.29, 1901.10

2039.15, 1902.68

2043.31, 1904.26

2057.37, 1905.82

2043.83, 1907.38

2044.08, 1908.92

2042.74, 1910.45

2044.29, 1911.97

2042.44, 1913.48

2051.60, 1914.98

2063.75, 1916.47

2046.10, 1917.95

2035.55, 1919.42

2057.09, 1920.88

2052.24, 1922.33

2035.09, 1923.76

2058.53, 1925.19

2068.98, 1926.61

2052.42, 1928.02

2054.36, 1929.42

2062.00, 1930.81

2046.54, 1932.19

2034.68, 1933.56

2027.92, 1934.92

2058.26, 1936.28

2036.19, 1937.62

2048.63, 1938.95

2056.76, 1940.28

2039.10, 1941.59

2051.93, 1942.90

2054.86, 1944.19

2037.29, 1945.48

2062.82, 1946.76

2038.35, 1948.03

2044.28, 1949.29

2037.50, 1950.54

2060.23, 1951.79

2045.95, 1953.02

2062.18, 1954.25

2033.10, 1955.46

2048.72, 1956.67

2044.65, 1957.87

