Stepper Pin: 14
1073519816
1073519356
    F_CPU=240000000
    TICKS_PER_S=16000000


 _____  ___  ___  __  __          
(  _  )/ __)/ __)(  \/  )        
 )(_)( \__ \\__ \ )    (      
(_____)(___/(___/(_/\/\_)  ____ 
/ __)  /__\  (  )(  )/ __)( ___) 
\__ \ /(__)\  )(__)(( (__  )__)
(___/(__)(__)(______)\___)(____) 
 Firmware v1.1


-- CONNECTING TO WIFI --
--     PLEASE WAIT    --

.

-- WiFi connected! --


-- Connected to WebSocket server! --


Beginning sensorless homing...

Beginning sensorless homing...

Beginning sensorless homing...

Beginning sensorless homing...

Beginning sensorless homing...

Beginning sensorless homing...
2092.59, 2062.90, 2063.12, 2062.90
2062.19, 2062.91, 2063.03, 2062.91
2051.99, 2062.92, 2061.93, 2062.92
2050.39, 2062.93, 2060.77, 2062.93
2063.39, 2062.94, 2061.03, 2062.94
2082.79, 2062.96, 2063.21, 2062.96
2059.00, 2062.97, 2062.79, 2062.97
2056.70, 2062.98, 2062.18, 2062.98
2070.60, 2062.99, 2063.02, 2062.99
2063.40, 2063.00, 2063.06, 2063.00
2056.30, 2063.01, 2062.38, 2063.01
2072.40, 2063.02, 2063.39, 2063.02
2072.70, 2063.03, 2064.32, 2063.03
2053.30, 2063.04, 2063.22, 2063.04
2051.90, 2063.05, 2062.08, 2063.05
2064.40, 2063.06, 2062.32, 2063.06
2055.71, 2063.07, 2061.66, 2063.07
2080.91, 2063.08, 2063.58, 2063.08
2081.71, 2063.08, 2065.39, 2063.08
2067.91, 2063.09, 2065.64, 2063.09
2051.01, 2063.10, 2064.18, 2063.10
2063.21, 2063.11, 2064.08, 2063.11
2080.71, 2063.12, 2065.75, 2063.12
2085.11, 2063.13, 2067.68, 2063.13
2048.61, 2063.14, 2065.78, 2063.14
2081.91, 2063.15, 2067.39, 2063.15
2080.71, 2063.15, 2068.72, 2063.15
2064.72, 2063.16, 2068.32, 2063.16
2082.82, 2063.17, 2069.77, 2063.17
2064.42, 2063.18, 2069.24, 2063.18
2057.42, 2063.19, 2068.05, 2063.19
2063.42, 2063.20, 2067.59, 2063.20
2055.92, 2063.21, 2066.42, 2063.21
2048.22, 2063.22, 2064.60, 2063.22
2068.02, 2063.23, 2064.94, 2063.23
2059.92, 2063.24, 2064.44, 2063.24
2044.62, 2063.24, 2062.46, 2063.24
2092.42, 2063.25, 2065.46, 2063.25
2050.73, 2063.26, 2063.98, 2063.26
2072.13, 2063.27, 2064.80, 2063.27
2075.13, 2063.28, 2065.83, 2063.28
2068.43, 2063.29, 2066.09, 2063.29
2076.33, 2063.30, 2067.11, 2063.30
2047.23, 2063.31, 2065.13, 2063.31
2058.93, 2063.32, 2064.51, 2063.32
2040.23, 2063.33, 2062.08, 2063.33
2074.03, 2063.34, 2063.27, 2063.34
2073.03, 2063.34, 2064.25, 2063.34
2039.53, 2063.35, 2061.78, 2063.35
2053.74, 2063.36, 2060.97, 2063.36
2063.94, 2063.37, 2061.27, 2063.37
2075.24, 2063.38, 2062.67, 2063.38
2071.94, 2063.39, 2063.59, 2063.39
2080.34, 2063.40, 2065.27, 2063.40
2079.54, 2063.40, 2066.70, 2063.40
2047.34, 2063.41, 2064.76, 2063.41
2068.64, 2063.42, 2065.15, 2063.42
2080.44, 2063.43, 2066.68, 2063.43
2054.94, 2063.44, 2065.50, 2063.44
2041.64, 2063.45, 2063.12, 2063.45
2041.34, 2063.45, 2060.94, 2063.45
2087.15, 2063.46, 2063.56, 2063.46
2064.85, 2063.47, 2063.69, 2063.47
2080.05, 2063.48, 2065.33, 2063.48
2057.45, 2063.48, 2064.54, 2063.48
2061.75, 2063.49, 2064.26, 2063.49
2057.65, 2063.50, 2063.60, 2063.50
2039.55, 2063.51, 2061.19, 2063.51
2072.65, 2063.51, 2062.34, 2063.51
2062.65, 2063.52, 2062.37, 2063.52
2089.65, 2063.53, 2065.10, 2063.53
2087.35, 2063.54, 2067.32, 2063.54
2053.65, 2063.54, 2065.96, 2063.54
2056.45, 2063.55, 2065.01, 2063.55
2076.06, 2063.56, 2066.11, 2063.56
2059.16, 2063.56, 2065.42, 2063.56
2033.76, 2063.57, 2062.25, 2063.57
2054.26, 2063.58, 2061.45, 2063.58
2058.46, 2063.58, 2061.15, 2063.58
2066.46, 2063.59, 2061.68, 2063.59
2069.56, 2063.60, 2062.47, 2063.60
2064.56, 2063.60, 2062.68, 2063.60
2051.76, 2063.61, 2061.59, 2063.61
2063.86, 2063.61, 2061.81, 2063.61
2056.76, 2063.62, 2061.31, 2063.62
2032.96, 2063.63, 2058.47, 2063.63
2069.76, 2063.63, 2059.60, 2063.63
2072.16, 2063.63, 2060.86, 2063.63
2064.26, 2063.64, 2061.20, 2063.64
2057.06, 2063.64, 2060.79, 2063.64
2071.16, 2063.65, 2061.82, 2063.65
2045.36, 2063.65, 2060.18, 2063.65
2058.27, 2063.65, 2059.99, 2063.65
2065.87, 2063.66, 2060.57, 2063.66
2058.57, 2063.66, 2060.37, 2063.66
2087.37, 2063.66, 2063.07, 2063.66
2090.37, 2063.67, 2065.80, 2063.67
2072.47, 2063.67, 2066.47, 2063.67
2047.57, 2063.67, 2064.58, 2063.67
2038.27, 2063.67, 2061.95, 2063.67
2051.47, 2063.68, 2060.90, 2063.68
2080.97, 2063.68, 2062.91, 2063.68
2071.27, 2063.68, 2063.74, 2063.68
2078.87, 2063.68, 2065.25, 2063.68
2086.67, 2063.68, 2067.40, 2063.68
2044.47, 2063.69, 2065.10, 2063.69
2094.57, 2063.69, 2068.05, 2063.69
2050.37, 2063.69, 2066.28, 2063.69
2077.27, 2063.69, 2067.38, 2063.69
2062.47, 2063.69, 2066.89, 2063.69
2053.47, 2063.70, 2065.55, 2063.70
2058.77, 2063.70, 2064.87, 2063.70
2070.17, 2063.70, 2065.40, 2063.70
2065.47, 2063.70, 2065.41, 2063.70
2044.27, 2063.70, 2063.29, 2063.70
2112.57, 2063.71, 2068.22, 2063.71
2059.17, 2063.71, 2067.32, 2063.71
2049.37, 2063.71, 2065.52, 2063.71
2071.87, 2063.71, 2066.16, 2063.71
2070.97, 2063.72, 2066.64, 2063.72
2079.97, 2063.72, 2067.97, 2063.72
2084.17, 2063.72, 2069.59, 2063.72
2036.37, 2063.73, 2066.27, 2063.73
2075.07, 2063.73, 2067.15, 2063.73
2059.47, 2063.73, 2066.38, 2063.73
2065.67, 2063.74, 2066.31, 2063.74
2058.87, 2063.74, 2065.57, 2063.74
2064.37, 2063.74, 2065.45, 2063.74
2049.67, 2063.75, 2063.87, 2063.75
2069.07, 2063.75, 2064.39, 2063.75
2067.68, 2063.76, 2064.72, 2063.76
2037.58, 2063.76, 2062.01, 2063.76
2038.18, 2063.76, 2059.62, 2063.76
2066.88, 2063.77, 2060.35, 2063.77
2082.28, 2063.77, 2062.54, 2063.77
2085.68, 2063.77, 2064.85, 2063.77
2070.28, 2063.78, 2065.40, 2063.78
2078.78, 2063.78, 2066.73, 2063.78
2044.48, 2063.78, 2064.51, 2063.78
2062.18, 2063.79, 2064.28, 2063.79
2064.08, 2063.79, 2064.26, 2063.79
2053.28, 2063.80, 2063.16, 2063.80
2091.38, 2063.80, 2065.98, 2063.80
2052.48, 2063.80, 2064.63, 2063.80
2034.28, 2063.81, 2061.60, 2063.81
2059.28, 2063.81, 2061.36, 2063.81
2084.18, 2063.81, 2063.65, 2063.81
2041.08, 2063.82, 2061.39, 2063.82
2062.58, 2063.82, 2061.51, 2063.82
2054.18, 2063.82, 2060.78, 2063.82
2058.78, 2063.83, 2060.58, 2063.83
2044.38, 2063.83, 2058.96, 2063.83
2075.58, 2063.83, 2060.62, 2063.83
2063.68, 2063.83, 2060.93, 2063.83
2061.38, 2063.83, 2060.97, 2063.83
2077.48, 2063.84, 2062.62, 2063.84
2084.48, 2063.84, 2064.81, 2063.84
2042.08, 2063.84, 2062.54, 2063.84
2079.18, 2063.84, 2064.20, 2063.84
2061.88, 2063.84, 2063.97, 2063.84
2036.98, 2063.84, 2061.27, 2063.84
2065.28, 2063.85, 2061.67, 2063.85
2059.18, 2063.85, 2061.42, 2063.85
2056.78, 2063.85, 2060.96, 2063.85
2033.38, 2063.85, 2058.20, 2063.85
2047.38, 2063.85, 2057.12, 2063.85
2068.58, 2063.85, 2058.27, 2063.85
2061.28, 2063.85, 2058.57, 2063.85
2042.38, 2063.85, 2056.95, 2063.85
2076.28, 2063.85, 2058.88, 2063.85
2037.88, 2063.84, 2056.78, 2063.84
2065.38, 2063.84, 2057.64, 2063.84
2070.78, 2063.84, 2058.96, 2063.84
2044.68, 2063.84, 2057.53, 2063.84
2092.08, 2063.83, 2060.99, 2063.83
2054.68, 2063.83, 2060.36, 2063.83
2060.48, 2063.83, 2060.37, 2063.83
2069.38, 2063.82, 2061.27, 2063.82
2041.38, 2063.82, 2059.28, 2063.82
2093.38, 2063.82, 2062.69, 2063.82
2054.88, 2063.81, 2061.91, 2063.81
2054.48, 2063.81, 2061.17, 2063.81
2058.88, 2063.80, 2060.94, 2063.80
2065.18, 2063.80, 2061.36, 2063.80
2089.98, 2063.79, 2064.22, 2063.79
2035.08, 2063.79, 2061.31, 2063.79
2053.68, 2063.78, 2060.55, 2063.78
2059.58, 2063.78, 2060.45, 2063.78
2040.88, 2063.77, 2058.49, 2063.77
2053.78, 2063.76, 2058.02, 2063.76
2068.68, 2063.76, 2059.09, 2063.76
2070.28, 2063.75, 2060.21, 2063.75
2059.57, 2063.74, 2060.14, 2063.74
2080.17, 2063.74, 2062.15, 2063.74
2057.47, 2063.73, 2061.68, 2063.73
2047.67, 2063.72, 2060.28, 2063.72
2065.07, 2063.71, 2060.76, 2063.71
2065.57, 2063.71, 2061.24, 2063.71
2060.27, 2063.70, 2061.14, 2063.70
2059.87, 2063.69, 2061.01, 2063.69
2043.67, 2063.68, 2059.28, 2063.68
2054.07, 2063.67, 2058.76, 2063.67
2060.47, 2063.66, 2058.93, 2063.66
2051.77, 2063.65, 2058.21, 2063.65
2083.87, 2063.64, 2060.78, 2063.64
2051.16, 2063.64, 2059.82, 2063.64
2084.06, 2063.63, 2062.24, 2063.63
2073.06, 2063.62, 2063.32, 2063.62
2063.56, 2063.61, 2063.35, 2063.61
2058.06, 2063.60, 2062.82, 2063.60
2090.96, 2063.59, 2065.63, 2063.59
2095.06, 2063.58, 2068.58, 2063.58
2038.36, 2063.57, 2065.55, 2063.57
2041.16, 2063.56, 2063.11, 2063.56
2049.16, 2063.55, 2061.72, 2063.55
2063.95, 2063.54, 2061.94, 2063.54
2039.05, 2063.53, 2059.65, 2063.53
2051.85, 2063.52, 2058.87, 2063.52
2071.55, 2063.51, 2060.14, 2063.51
2075.45, 2063.50, 2061.67, 2063.50
2053.95, 2063.49, 2060.90, 2063.49
2095.35, 2063.48, 2064.34, 2063.48
2085.95, 2063.47, 2066.50, 2063.47
2057.45, 2063.46, 2065.60, 2063.46
2046.55, 2063.45, 2063.69, 2063.45
2047.34, 2063.44, 2062.06, 2063.44
2078.44, 2063.43, 2063.70, 2063.43
2080.34, 2063.42, 2065.36, 2063.42
2066.14, 2063.41, 2065.44, 2063.41
2056.14, 2063.40, 2064.51, 2063.40
2055.84, 2063.39, 2063.64, 2063.39
2049.24, 2063.38, 2062.20, 2063.38
2071.64, 2063.37, 2063.15, 2063.37
2060.04, 2063.36, 2062.84, 2063.36
2066.54, 2063.36, 2063.21, 2063.36
2080.64, 2063.35, 2064.95, 2063.35
2091.13, 2063.34, 2067.57, 2063.34
2056.13, 2063.33, 2066.42, 2063.33
2057.63, 2063.32, 2065.54, 2063.32
2096.43, 2063.32, 2068.63, 2063.32
2043.03, 2063.31, 2066.07, 2063.31
2080.23, 2063.30, 2067.49, 2063.30
2070.83, 2063.29, 2067.82, 2063.29
2074.33, 2063.29, 2068.47, 2063.29
2066.93, 2063.28, 2068.32, 2063.28
2077.83, 2063.28, 2069.27, 2063.28
2073.33, 2063.27, 2069.68, 2063.27
2088.03, 2063.27, 2071.51, 2063.27
2065.63, 2063.26, 2070.92, 2063.26
2091.13, 2063.26, 2072.94, 2063.26
